"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en.x","countrycode_wb","category","core capacity","recipient","total disbursed","iso3","countrycode_en.y"
"French Polynesia","PYF","East Asia & Pacific","High income",NA,NA,"French Polynesia","PYF","Prevent","Food Safety","French Polynesia",17000,"PYF",NA
"French Polynesia","PYF","East Asia & Pacific","High income",NA,NA,"French Polynesia","PYF","Prevent","Immunization","French Polynesia",7195,"PYF",NA
"French Polynesia","PYF","East Asia & Pacific","High income",NA,NA,"French Polynesia","PYF","Detect","National Laboratory System","French Polynesia",17000,"PYF",NA
"French Polynesia","PYF","East Asia & Pacific","High income",NA,NA,"French Polynesia","PYF","Other","Radiation Emergencies","French Polynesia",17000,"PYF",NA
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Prevent","Food Safety","Qatar",30997,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Prevent","Immunization","Qatar",5528,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Detect","National Laboratory System","Qatar",39983,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Prevent","National Legislation, Policy, and Financing","Qatar",0,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Other","Radiation Emergencies","Qatar",30997,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Detect","Reporting","Qatar",8987,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Unspecified","Unspecified","Qatar",116604,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Detect","Workforce Development","Qatar",8987,"QAT","Qatar"
"Qatar","QAT","Middle East & North Africa","High income",NA,NA,"Qatar","QAT","Prevent","Zoonotic Disease","Qatar",4622,"QAT","Qatar"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Prevent","Antimicrobial Resistance (AMR)","Romania",11568925,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Prevent","Food Safety","Romania",9522,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Prevent","Immunization","Romania",382026,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Detect","National Laboratory System","Romania",100135,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Prevent","National Legislation, Policy, and Financing","Romania",68324,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Other","Radiation Emergencies","Romania",9522,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Detect","Real Time Surveillance","Romania",66389,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Unspecified","Unspecified","Romania",270897071,"ROU","Romania"
"Romania","ROU","Europe & Central Asia","High income","IBRD",NA,"Romania","ROU","Prevent","Zoonotic Disease","Romania",44391,"ROU","Romania"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Prevent","Antimicrobial Resistance (AMR)","Russian Federation",121075,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Prevent","Food Safety","Russian Federation",69943,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Prevent","Immunization","Russian Federation",708989,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Detect","National Laboratory System","Russian Federation",467912,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Prevent","National Legislation, Policy, and Financing","Russian Federation",803409,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Respond","Preparedness","Russian Federation",3168,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Other","Radiation Emergencies","Russian Federation",3430,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Detect","Real Time Surveillance","Russian Federation",119118,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Unspecified","Unspecified","Russian Federation",21826312,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Detect","Workforce Development","Russian Federation",1334252,"RUS","Russian Federation"
"Russian Federation","RUS","Europe & Central Asia","Upper middle income","IBRD",NA,"Russia","RUS","Prevent","Zoonotic Disease","Russian Federation",254024,"RUS","Russian Federation"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Prevent","Antimicrobial Resistance (AMR)","Rwanda",57015923,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Prevent","Food Safety","Rwanda",18903349,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Prevent","Immunization","Rwanda",103027418,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Respond","Medical Countermeasures and Personnel Deployment","Rwanda",73690820,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Detect","National Laboratory System","Rwanda",227291354,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Prevent","National Legislation, Policy, and Financing","Rwanda",84722537,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Other","Point of Entry (PoE)","Rwanda",285997,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Respond","Preparedness","Rwanda",3690206,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Other","Radiation Emergencies","Rwanda",131705,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Detect","Real Time Surveillance","Rwanda",322473126,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Detect","Reporting","Rwanda",218154377,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Respond","Risk Communication","Rwanda",4404993,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Unspecified","Unspecified","Rwanda",1006295353,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Detect","Workforce Development","Rwanda",226793381,"RWA","Rwanda"
"Rwanda","RWA","Sub-Saharan Africa","Low income","IDA","HIPC","Rwanda","RWA","Prevent","Zoonotic Disease","Rwanda",61149619,"RWA","Rwanda"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Prevent","Antimicrobial Resistance (AMR)","Saudi Arabia",2098,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Prevent","Immunization","Saudi Arabia",942928,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Detect","National Laboratory System","Saudi Arabia",14120580,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Prevent","National Legislation, Policy, and Financing","Saudi Arabia",48472,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Detect","Real Time Surveillance","Saudi Arabia",909318,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Detect","Reporting","Saudi Arabia",0,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Unspecified","Unspecified","Saudi Arabia",4071959,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Detect","Workforce Development","Saudi Arabia",28557,"SAU","Saudi Arabia"
"Saudi Arabia","SAU","Middle East & North Africa","High income",NA,NA,"Saudi Arabia","SAU","Prevent","Zoonotic Disease","Saudi Arabia",1668566,"SAU","Saudi Arabia"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Prevent","Antimicrobial Resistance (AMR)","Sudan",2143981,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Prevent","Biosafety and Biosecurity","Sudan",4534733,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Prevent","Food Safety","Sudan",29509539,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Prevent","Immunization","Sudan",403473115,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Respond","Medical Countermeasures and Personnel Deployment","Sudan",18490,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Detect","National Laboratory System","Sudan",14519683,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Prevent","National Legislation, Policy, and Financing","Sudan",45187830,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Other","Point of Entry (PoE)","Sudan",18469133,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Respond","Preparedness","Sudan",4796050,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Other","Radiation Emergencies","Sudan",150109,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Detect","Real Time Surveillance","Sudan",257809706,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Detect","Reporting","Sudan",44633613,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Respond","Risk Communication","Sudan",9090609,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Unspecified","Unspecified","Sudan",420880463,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Detect","Workforce Development","Sudan",40990161,"SDN","Sudan"
"Sudan","SDN","Sub-Saharan Africa","Low income","IDA","HIPC","Sudan","SDN","Prevent","Zoonotic Disease","Sudan",8744240,"SDN","Sudan"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","Antimicrobial Resistance (AMR)","Senegal",11190514,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","Biosafety and Biosecurity","Senegal",6984257,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","Food Safety","Senegal",50365761,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","IHR Coordination, Communicaton and Advocacy","Senegal",30000,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","Immunization","Senegal",158654993,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Respond","Medical Countermeasures and Personnel Deployment","Senegal",33424228,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Detect","National Laboratory System","Senegal",72116521,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","National Legislation, Policy, and Financing","Senegal",202501171,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Other","Point of Entry (PoE)","Senegal",948055,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Respond","Preparedness","Senegal",34438628,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Other","Radiation Emergencies","Senegal",22910,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Detect","Real Time Surveillance","Senegal",141626162,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Detect","Reporting","Senegal",130510581,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Respond","Risk Communication","Senegal",7077785,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Unspecified","Unspecified","Senegal",450913879,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Detect","Workforce Development","Senegal",171274675,"SEN","Senegal"
"Senegal","SEN","Sub-Saharan Africa","Lower middle income","IDA","HIPC","Senegal","SEN","Prevent","Zoonotic Disease","Senegal",18818306,"SEN","Senegal"
"Singapore","SGP","East Asia & Pacific","High income",NA,NA,"Singapore","SGP","Unspecified","Unspecified","Singapore",13301,"SGP","Singapore"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Prevent","Antimicrobial Resistance (AMR)","Solomon Islands",58094,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Prevent","Food Safety","Solomon Islands",796792,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Prevent","Immunization","Solomon Islands",9696368,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Detect","National Laboratory System","Solomon Islands",12313810,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Prevent","National Legislation, Policy, and Financing","Solomon Islands",213658,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Other","Point of Entry (PoE)","Solomon Islands",71371,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Respond","Preparedness","Solomon Islands",750894,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Other","Radiation Emergencies","Solomon Islands",15610,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Detect","Real Time Surveillance","Solomon Islands",12609837,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Detect","Reporting","Solomon Islands",1455003,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Respond","Risk Communication","Solomon Islands",157943,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Unspecified","Unspecified","Solomon Islands",122767662,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Detect","Workforce Development","Solomon Islands",6299503,"SLB","Solomon Islands"
"Solomon Islands","SLB","East Asia & Pacific","Lower middle income","IDA",NA,"Solomon Islands","SLB","Prevent","Zoonotic Disease","Solomon Islands",93155,"SLB","Solomon Islands"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Prevent","Antimicrobial Resistance (AMR)","Sierra Leone",7101672,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Prevent","Biosafety and Biosecurity","Sierra Leone",10375759,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Prevent","Food Safety","Sierra Leone",39286955,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Prevent","Immunization","Sierra Leone",196401449,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Respond","Medical Countermeasures and Personnel Deployment","Sierra Leone",24007388,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Detect","National Laboratory System","Sierra Leone",168768512,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Prevent","National Legislation, Policy, and Financing","Sierra Leone",48280093,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Other","Point of Entry (PoE)","Sierra Leone",19129072,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Respond","Preparedness","Sierra Leone",30621788,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Other","Radiation Emergencies","Sierra Leone",6737,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Detect","Real Time Surveillance","Sierra Leone",59843059,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Detect","Reporting","Sierra Leone",397792096,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Respond","Risk Communication","Sierra Leone",11421091,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Unspecified","Unspecified","Sierra Leone",431787695,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Detect","Workforce Development","Sierra Leone",94132597,"SLE","Sierra Leone"
"Sierra Leone","SLE","Sub-Saharan Africa","Low income","IDA","HIPC","Sierra Leone","SLE","Prevent","Zoonotic Disease","Sierra Leone",575230911,"SLE","Sierra Leone"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Prevent","Antimicrobial Resistance (AMR)","El Salvador",18150012,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Prevent","Biosafety and Biosecurity","El Salvador",1030,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Prevent","Food Safety","El Salvador",1060055,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Prevent","Immunization","El Salvador",1437416,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Respond","Linking Public Health and Security Authorities","El Salvador",7880063,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Respond","Medical Countermeasures and Personnel Deployment","El Salvador",2608907,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Detect","National Laboratory System","El Salvador",27418278,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Prevent","National Legislation, Policy, and Financing","El Salvador",392735,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Other","Point of Entry (PoE)","El Salvador",6197076,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Respond","Preparedness","El Salvador",59414,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Detect","Real Time Surveillance","El Salvador",19333085,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Detect","Reporting","El Salvador",15399218,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Respond","Risk Communication","El Salvador",16558,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Unspecified","Unspecified","El Salvador",201314183,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Detect","Workforce Development","El Salvador",11393642,"SLV","El Salvador"
"El Salvador","SLV","Latin America & Caribbean","Lower middle income","IBRD",NA,"El Salvador","SLV","Prevent","Zoonotic Disease","El Salvador",52685,"SLV","El Salvador"
"San Marino","SMR","Europe & Central Asia","High income",NA,NA,"San Marino","SMR","Respond","Linking Public Health and Security Authorities","San Marino",78742,"SMR","San Marino"
"San Marino","SMR","Europe & Central Asia","High income",NA,NA,"San Marino","SMR","Detect","Workforce Development","San Marino",12254,"SMR","San Marino"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Prevent","Antimicrobial Resistance (AMR)","Somalia",2528777,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Prevent","Biosafety and Biosecurity","Somalia",35138,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Prevent","Food Safety","Somalia",21794668,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Prevent","Immunization","Somalia",297777678,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Respond","Linking Public Health and Security Authorities","Somalia",412450,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Respond","Medical Countermeasures and Personnel Deployment","Somalia",998267,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Detect","National Laboratory System","Somalia",74099608,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Prevent","National Legislation, Policy, and Financing","Somalia",73763140,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Respond","Preparedness","Somalia",64269064,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Other","Radiation Emergencies","Somalia",24,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Detect","Real Time Surveillance","Somalia",233779645,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Detect","Reporting","Somalia",267536946,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Respond","Risk Communication","Somalia",5458660,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Unspecified","Unspecified","Somalia",564197357,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Detect","Workforce Development","Somalia",212226877,"SOM","Somalia"
"Somalia","SOM","Sub-Saharan Africa","Low income","IDA","HIPC","Somalia","SOM","Prevent","Zoonotic Disease","Somalia",15024431,"SOM","Somalia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Prevent","Antimicrobial Resistance (AMR)","Serbia",1026133,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Prevent","Biosafety and Biosecurity","Serbia",38784,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Prevent","Food Safety","Serbia",1103577,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Prevent","Immunization","Serbia",3486368,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Respond","Linking Public Health and Security Authorities","Serbia",675878,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Respond","Medical Countermeasures and Personnel Deployment","Serbia",63399,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Detect","National Laboratory System","Serbia",3273527,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Prevent","National Legislation, Policy, and Financing","Serbia",48093000,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Other","Point of Entry (PoE)","Serbia",87311,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Respond","Preparedness","Serbia",204364,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Other","Radiation Emergencies","Serbia",411160,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Detect","Real Time Surveillance","Serbia",3329071,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Detect","Reporting","Serbia",112244,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Respond","Risk Communication","Serbia",63399,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Unspecified","Unspecified","Serbia",14231505,"SRB","Serbia"
"Serbia","SRB","Europe & Central Asia","Upper middle income","IBRD",NA,"Serbia","SRB","Detect","Workforce Development","Serbia",4188548,"SRB","Serbia"
